editorial_key,highlight_key,title,editor,topic,ref,doi
/content/346/6210/twil,/sci/346/6210/713.6.full.html,"Out with the WIMPs, in with the SIMPs?",Adrian Cho,Cosmology,SIMPs would help reconcile observed properties of galaxies and models of dark matter distribution (shown),NA
/content/346/6210/twil,/sci/346/6210/713.7.full.html,Constructing geochemical geometry,Brent Grocholski,Geochemistry,Nature 10.1038/nature13794 (2014),10.1038/nature13794
/content/346/6210/twil,/sci/346/6210/713.8.full.html,The dark side of protective genes,Paula A. Kiberstis,Kidney Disease,Nat. Genet. 10.1038/ng.3118 (2014),10.1038/ng.3118
/content/346/6211/twil,/sci/346/6211/823.1.full.html,One clock for you and your microbes,Lisa D. Chong,Circadian Rhythms,"Cell 159, 514 (2014)",NA
/content/346/6211/twil,/sci/346/6211/823.2.full.html,Aiming for a better carbon fix in plants,Gilbert Chin,Biotechnology,"Nat. Biotech. 32, 10.1038/nbt.3019 (2014)",10.1038/nbt.3019
/content/346/6211/twil,/sci/346/6211/823.2.full.html,Aiming for a better carbon fix in plants,Gilbert Chin,Biotechnology,"Nature 513, 547 (2014)",NA
/content/346/6211/twil,/sci/346/6211/823.3.full.html,How elevated CO2 affects grassland,Andrew M. Sugden,Climate Change Ecology,"Proc. Natl. Acad. Sci. U.S.A. 111, 15456 (2014)",NA
/content/346/6211/twil,/sci/346/6211/823.4.full.html,Describing iron-based superconductors,Jelena Stajic,Superconductivity,"Nat. Phys. 10, 845 (2014)",NA
/content/346/6211/twil,/sci/346/6211/823.5.full.html,Sharing results midway or at the end,Brad Wible,Open Innovation,Res. Policy 10.1016/j.respol.2014.08.001 (2014),10.1016/j.respol.2014.08.001
/content/346/6211/twil,/sci/346/6211/823.6.full.html,A team effort to get more out of lignin,Jake Yeston,Biofuels,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1410657111 (2014),10.1073/pnas.1410657111
/content/346/6211/twil,/sci/346/6211/823.7.full.html,A conserved response for tissue repair,Beverly A. Purnell,Tissue Repair,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1415006111 (2014),10.1073/pnas.1415006111
/content/346/6212/twil,/sci/346/6212/961.1.full.html,Mycoplasma doubles the cost of an STD,Caroline Ash,Microbiology,"PLOS One 9, e110943 (2014)",NA
/content/346/6212/twil,/sci/346/6212/961.2.full.html,Disorder enhances binding cooperativity,Michael D. Crabtree,Biotechnology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1410796111 (2014),10.1073/pnas.1410796111
/content/346/6212/twil,/sci/346/6212/961.3.full.html,Climbing up the walls like a gecko,Jake Yeston,Materials Science,"J. R. Soc. Interface, 10.1098/rsif.2014.0675",10.1098/rsif.2014.0675
/content/346/6212/twil,/sci/346/6212/961.4.full.html,Symmetric photons make good communicators,Ian S. Osborne,Quantum Communication,"Phys. Rev. X 4, 041010 (2014)",NA
/content/346/6212/twil,/sci/346/6212/961.5.full.html,Dark matter may yield x-ray glow nearby,Margaret M. Moerchen,Cosmology,Mon. Not. Roy. Astron. Soc. 10.1093/mnras/stu1865 (2014),10.1093/mnras/stu1865
/content/346/6212/twil,/sci/346/6212/961.6.full.html,Redox regulation of Lon protease,Stella M. Hurtley,Aaa+ Atpases,Nat. Chem. Biol. 10.1038/nchembio.1688 (2014),10.1038/nchembio.1688
/content/346/6212/twil,/sci/346/6212/961.7.full.html,"Follow scientists, not the lab notebook",Melissa McCartney,Education,J. Chem. Educ. 10.1021/ed400510b (2014),10.1021/ed400510b
/content/346/6212/twil,/sci/346/6212/961.8.full.html,A (w)holistic approach to track T cells,Kristen L. Mueller,Human Immunology,"Cell 159, 814 (2014)",NA
/content/346/6213/twil,/sci/346/6213/1075.1.full.html,Up and down the raven social ladder,Guy Riddihough,Animal Behavior,"Curr. Biol. 24, 2733 (2014)",NA
/content/346/6213/twil,/sci/346/6213/1075.2.full.html,Turtles' breathing evolved at a turtle's pace,Sacha Vignieri,Vertebrate Evolution,Nat. Commun.10.1038/ncomms6211 (2014),10.1038/ncomms6211
/content/346/6213/twil,/sci/346/6213/1075.3.full.html,Virtual reality changes neuronal firing,Peter Stern,Neuroscience,Nat. Neurosci. 10.1038/nn.3884 (2014),10.1038/nn.3884
/content/346/6213/twil,/sci/346/6213/1075.4.full.html,Looking at lipids with lasers,Nicholas S. Wigginton,Organic Geochemistry,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1405237111 (2014),10.1073/pnas.1405237111
/content/346/6213/twil,/sci/346/6213/1075.5.full.html,Insulin secretion organized in the nucleus,L. Bryan Ray,Gene Regulation,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1419240111 (2014),10.1073/pnas.1419240111
/content/346/6213/twil,/sci/346/6213/1075.6.full.html,Sorting cells by subpopulations,Marc S. Lavine,Microfluidics,Angew. Chem. 10.1002/ange.201409376 (2014),10.1002/ange.201409376
/content/346/6214/twil,/sci/346/6214/1196.1.full.html,Aiding shipworms' appetite for destruction,Caroline Ash,Microbiology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1413110111 (2014),10.1073/pnas.1413110111
/content/346/6214/twil,/sci/346/6214/1196.2.full.html,An inhibitor to expand mouse stem cells,Beverly A. Purnell,Stem Cells,Stem Cells 10.1002/stem.1902 (2014),10.1002/stem.1902
/content/346/6214/twil,/sci/346/6214/1196.3.full.html,Beefing up thin-film superconductivity,Jelena Stajic,Superconductivity,"Nature 515, 245 (2014)",NA
/content/346/6214/twil,/sci/346/6214/1196.4.full.html,Gray seals: the North Sea's great whites?,Jia You,Marine Biology,"Proc. R. Soc. London ser. B, 10.1098/rspb.2014.2429(2014)",10.1098/rspb.2014.2429(2014
/content/346/6214/twil,/sci/346/6214/1196.5.full.html,Supporting cells take on a starring role,Paula A. Kiberstis,Hearing Loss,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1408064111 (2014),10.1073/pnas.1408064111
/content/346/6214/twil,/sci/346/6214/1196.6.full.html,Ionic charge manages transformation,Phil Szuromi,Nanomaterials,J. Am. Chem. Soc. 10.1021/ja508161c (2014),10.1021/ja508161c
/content/346/6214/twil,/sci/346/6214/1196.7.full.html,Revealing the forests of an ancient landmass,Andrew M. Sugden,Tropical Paleoecology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1403053111 (2014),10.1073/pnas.1403053111
/content/346/6214/twil,/sci/346/6214/1196.8.full.html,Getting a bigger jump on earthquakes,Brent Grocholski,Natural Hazards,Geophys. Res. Lett. 10.1002/2014 GL061923 (2014),10.1002/2014
/content/346/6215/twil,/sci/346/6215/1339.1.full.html,DNA circles involved in an aging SAGA,Stella M. Hurtley,Aging In Yeast,"eLife 3, e03790 (2014)",NA
/content/346/6215/twil,/sci/346/6215/1339.2.full.html,Networking doesn't always mean cooperating,Barbara R. Jasny,Sociology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1400406111 (2014),10.1073/pnas.1400406111
/content/346/6215/twil,/sci/346/6215/1339.3.full.html,Morning brew at risk,Pamela J. Hines,Plant Pathology,"PLOS One 9, e112463 (2014)",NA
/content/346/6215/twil,/sci/346/6215/1339.4.full.html,Getting all wet 9 or 10 at a time,Jake Yeston,Water Structure,"Angew. Chem. Int. Ed. 53, 10.1002/anie.201407447 (2014)",10.1002/anie.201407447
/content/346/6215/twil,/sci/346/6215/1339.5.full.html,Working from home can work well,Gilbert Chin,Economics,Quart. J. Econ. 10.1093/qje/qju032 (2014),10.1093/qje/qju032
/content/346/6215/twil,/sci/346/6215/1339.6.full.html,Bottom-up effects on Northern glaciation,H. Jesse Smith,Ice Sheets,Terra Nova 10.1111/ter.12133 (2014),10.1111/ter.12133
/content/346/6215/twil,/sci/346/6215/1339.7.full.html,"A simple, efficient way to purify water",Julia Fahrenkamp-Uppenbrink,Environmental Science,Environ. Sci. Technol. 10.1021/es503534c (2014),10.1021/es503534c
/content/346/6215/twil,/sci/346/6215/1339.8.full.html,HIV in 3D: Modeling the mesoscale,Jon Cohen,Structural Biology,"Nat. Methods, 10.1038/nmeth.3204 (2014)",10.1038/nmeth.3204
/content/346/6216/twil,/sci/346/6216/1477.1.full.html,Document DNA shows agriculture's course,Elizabeth Pennisi,Ancient Dna,"Philos. Trans. R. Soc. London Ser. B, 10.1098/rstb.2013.0379 (2014)",10.1098/rstb.2013.0379
/content/346/6216/twil,/sci/346/6216/1477.2.full.html,Meeting the demands of a complex network,Laura M. Zahn,Network Biology,Genome Biol. Evol. 10.1093/gbe/evu255 (2014),10.1093/gbe/evu255
/content/346/6216/twil,/sci/346/6216/1477.3.full.html,Better cloning through expression,Michael D. Crabtree,Stem Cells,"Cell 159, 884 (2014)",NA
/content/346/6216/twil,/sci/346/6216/1477.4.full.html,Neuronal function requires the real deal,Peter Stern,Neuroscience,J. Physiol. 10.1113/jphysiol.2014.284711 (2014),10.1113/jphysiol.2014.284711
/content/346/6216/twil,/sci/346/6216/1477.5.full.html,Parasites are rising with the seas,Nicholas S. Wigginton,Paleobiology,Proc. Natl. Acad. Sci. U.S.A 10.1073/pnas.1416747111 (2014),10.1073/pnas.1416747111
/content/346/6216/twil,/sci/346/6216/1477.6.full.html,Translating clicks into efficiency,Melissa McCartney,Education,"Ecosphere 5, 131 (2014)",NA
/content/346/6216/twil,/sci/346/6216/1477.7.full.html,The right combination of additives,Marc S. Lavine,Materials Science,Adv. Mater. 10.1002/adma.201403185 (2014),10.1002/adma.201403185
/content/346/6216/twil,/sci/346/6216/1477.8.full.html,The socioeconomics of good sanitation,Nicholas S. Wigginton,Public Health,"Water Resourc. Res. 50, 8314 (2014)",NA
/content/347/6217/twil,/sci/347/6217/39.1.full.html,"You are not just what, but when you eat",L. Bryan Ray,Metabolism,"Cell Metab. 20, 991 (2014)",NA
/content/347/6217/twil,/sci/347/6217/39.2.full.html,Origins of the Southern Hemisphere flora,Andrew M. Sugden,Biodeography,New Phytol. 10.1111/nph.13114 (2014),10.1111/nph.13114
/content/347/6217/twil,/sci/347/6217/39.3.full.html,How bacteria develop resistance,Guy Riddihough,Antibiotic Resistance,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1420702111 (2014),10.1073/pnas.1420702111
/content/347/6217/twil,/sci/347/6217/39.4.full.html,Assessing slow surface heating,Phil Szuromi,Surface Chemistry,Surf. Sci. 10.1016/j.susc.2014.11.005 (2014),10.1016/j.susc.2014.11.005
/content/347/6217/twil,/sci/347/6217/39.5.full.html,"Triglycerides, bedside to bench",Paul A. Kiberstis,Heart Disease,"N. Engl. J. Med. 371, 2200 (2014)",NA
/content/347/6217/twil,/sci/347/6217/39.6.full.html,Constraining the speed of tunneling,Ian S. Osborne,Ultrafast Optics,"Optica 1, 343 (2014)",NA
/content/347/6217/twil,/sci/347/6217/39.6.full.html,Constraining the speed of tunneling,Ian S. Osborne,Ultrafast Optics,10.1364/optica.1.000343 (2014),10.1364/optica.1.000343
/content/347/6217/twil,/sci/347/6217/39.7.full.html,Tacking the mantle for planet formation,Brent Grocholski,Planetary Accretion,Icarus 10.1016/j.icarus.2014.10.015 (2014),10.1016/j.icarus.2014.10.015
/content/347/6217/twil,/sci/347/6217/39.8.full.html,Human skeleton became lighter over time,Lizzie Wade,Paleonthropology,"Proc. Natl. Acad. Sci., 10.1073/pnas.1411696112(2014), 10.1073/pnas.1418646112(2014)",10.1073/pnas.1411696112(2014
/content/347/6218/twil,/sci/347/6218/142.1.full.html,Losing traction at higher speeds,H. Jesse Smith,Glaciology,J. Glaciology 10.3189/2015JoG14J174 (2014),10.3189/2015JoG14J174
/content/347/6218/twil,/sci/347/6218/142.2.full.html,"For caspases, an escape from death",Beverly A. Purnell,Caspases,eLife 10.7554/eLife.04265 (2014),10.7554/eLife.04265
/content/347/6218/twil,/sci/347/6218/142.3.full.html,Filing words away makes room for more,Gilbert Chin,Psychology,Psychol. Sci. 10.1177/0956797614559285 (2014),10.1177/0956797614559285
/content/347/6218/twil,/sci/347/6218/142.4.full.html,"Greater challenge, smarter birds",Sacha Vignieri,Animal Cognition,Behav. Ecol. Sociobiol. 10.1007/s00265-014-1836-2 (2014),10.1007/s00265-014-1836-2
/content/347/6218/twil,/sci/347/6218/142.5.full.html,Biology undermines clinician empathy,Brad Wible,Mental Health,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1414058111 (2014),10.1073/pnas.1414058111
/content/347/6218/twil,/sci/347/6218/142.6.full.html,Microbes driving the time machine,Nicholas S. Wigginton,Paleobiology,Nat. Commun. 10.1038/ncomms6754 (2014),10.1038/ncomms6754
/content/347/6218/twil,/sci/347/6218/142.7.full.html,"For HIV drugs, location trumps all",Caroline Ash,Hiv Control,Nat. Commun. 10.1038/ncomms6454 (2014),10.1038/ncomms6454
/content/347/6218/twil,/sci/347/6218/142.8.full.html,Bat-filled tree source of Ebola epidemic?,Gretchen Vogel,Molecular Medicine,EMBO Mol. Med. 10.15252/emmm.201404792 (2014),10.15252/emmm.201404792
/content/347/6219/twil,/sci/347/6219/245.1.full.html,Building rubber without rubber trees,Pamela J. Hines,Plant Science,J. Biol. Chem. 10.1074/jbc.M114.616920 (2014),10.1074/jbc.M114.616920
/content/347/6219/twil,/sci/347/6219/245.2.full.html,Blocking tumor cell transitions,Lisa D. Chong,Cancer,"eLife 3, e03915 (2014)",NA
/content/347/6219/twil,/sci/347/6219/245.3.full.html,The ER gets in on an endocytic sorting act,Stella M. Hurtley,Endosomal Sorting,"Cell 159, 1027 (2014)",NA
/content/347/6219/twil,/sci/347/6219/245.4.full.html,Brains in synchrony help us to communicate,Peter Stern,Neuroscience,"Proc. Natl. Acad. Sci. U.S.A. 111, 18183 (2014)",NA
/content/347/6219/twil,/sci/347/6219/245.5.full.html,An entire family with the same birthday?,Margaret M. Moerchen,Star Clusters,Nature 10.1038/nature13969 (2014),10.1038/nature13969
/content/347/6219/twil,/sci/347/6219/245.6.full.html,For stability just add some debris?,Marc S. Lavine,Materials Science,Nat. Chem. 10.1038/nchem.2145 (2015),10.1038/nchem.2145
/content/347/6219/twil,/sci/347/6219/245.7.full.html,A more stable phase via triangulation,Jake Yeston,Lipid Chemistry,Angew. Chem. Int. Ed. 10.1002/anie.201409791 (2014),10.1002/anie.201409791
/content/347/6220/twil,/sci/347/6220/385.1.full.html,How a mouse's nose feels the cold,Valda Vinson,Signal Transduction,EMBO J. 10.15252/embj.201489652 (2014),10.15252/embj.201489652
/content/347/6220/twil,/sci/347/6220/385.2.full.html,A one-two approach to air-lasing,Ian S. Osborne,Optics,"Phys. Rev. Lett. 113, 253901 (2014)",NA
/content/347/6220/twil,/sci/347/6220/385.3.full.html,The evolutionary benefits of warfare,Guy Riddihough,Anthropology,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1412287112 (2014),10.1073/pnas.1412287112
/content/347/6220/twil,/sci/347/6220/385.4.full.html,A lower-mantle water cycle component,Brent Grocholski,Mineral Physics,Nat. Geosci. 10.1038/ngeo2306 (2015),10.1038/ngeo2306
/content/347/6220/twil,/sci/347/6220/385.5.full.html,Droughts and dead zones on the rise,Nicholas S. Wigginton,Environmental Science,Environ. Sci. Technol. 10.1021/es503981n (2014),10.1021/es503981n
/content/347/6220/twil,/sci/347/6220/385.6.full.html,Probing plant evolution by GC content,Laura M. Zahn,Plant Genomics,Genome Biol. Evol. 10.1093/gbe/evu278 (2014),10.1093/gbe/evu278
/content/347/6220/twil,/sci/347/6220/385.7.full.html,A cure from which there is no escape,Kristen L. Mueller,Hiv Eradication,Nature 10.1038/nature14053 (2015),10.1038/nature14053
/content/347/6221/twil,/sci/347/6221/516.1.full.html,"Healthy rivers need diversity, too",Sacha Vignieri,Ecology,Ecol. Soc. Am. 10.1890/14-0326.1 (2014),10.1890/14-0326.1
/content/347/6221/twil,/sci/347/6221/516.2.full.html,Another cause of climate change is developing,H. Jesse Smith,Climate Change,Atmos. Chem. Phys. 10.5194/acp-14-12701-2014 (2014),10.5194/acp-14-12701-2014
/content/347/6221/twil,/sci/347/6221/516.3.full.html,Engineering cancer cell metastasis,Paula A. Kiberstis,Cancer Biology,"Proc. Natl. Acad. Sci. U.S.A. 112, 214 (2015)",NA
/content/347/6221/twil,/sci/347/6221/516.4.full.html,The downside of living a longer life,L. Bryan Ray,Aging,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1412192112 (2015),10.1073/pnas.1412192112
/content/347/6221/twil,/sci/347/6221/516.5.full.html,Engineering a copper oxide look-alike,Jelena Stajic,Solid-State Physics,Phys. Rev. Lett. 10.1103/PhysRevLett.114.026801 (2015),10.1103/PhysRevLett.114.026801
/content/347/6221/twil,/sci/347/6221/516.6.full.html,Olefins from seed oils at industrial scales,Phil Szuromi,Organic Chemistry,Angew. Chem. Int. Ed. 10.1002/anie.201410797 (2014),10.1002/anie.201410797
/content/347/6221/twil,/sci/347/6221/516.7.full.html,"What's mine is yours, and what's yours is mine",Caroline Ash,Symbiosis,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1420037112 (2015),10.1073/pnas.1420037112
/content/347/6222/twil,/sci/347/6222/624.1.full.html,California drought worst in the past millennium,Julia Fahrenkamp-Uppenbrink,Climate Change,Geophys. Res. Lett. 10.1002/2014GL062433 (2014),10.1002/2014GL062433
/content/347/6222/twil,/sci/347/6222/624.2.full.html,How to bring two chlorines face to face,Jake Yeston,Organic Chemistry,Nat. Chem. 10.1038/nchem.2141 (2015),10.1038/nchem.2141
/content/347/6222/twil,/sci/347/6222/624.3.full.html,Outsourcing production on a small scale,Gilbert Chin,Biotechnology,"Nat. Biotechnol. 33, 10.1038/nbt.3095 (2015)",10.1038/nbt.3095
/content/347/6222/twil,/sci/347/6222/624.4.full.html,Wound healing requires senescence,Beverly A. Purnell,Wound Healing,"Dev. Cell 31, 722 (2014)",NA
/content/347/6222/twil,/sci/347/6222/624.5.full.html,Taking another look at a BB triple bond,Jake Yeston,Inorganic Chemistry,Chem. Sci. 10.1039/c4sc02997f (2014),10.1039/c4sc02997f
/content/347/6222/twil,/sci/347/6222/624.6.full.html,African origin for New World monkeys,Carolyn Gramling,Paleontology,"Nature, 10.1038/nature14120 (2014)",10.1038/nature14120
/content/347/6222/twil,/sci/347/6222/624.7.full.html,Gauging gatekeeper performance,Barbara R. Jasny,Peer Review,"Proc. Natl. Aacd. Sci. U.S.A. 112, 360 (2015)",NA
/content/347/6222/twil,/sci/347/6222/624.8.full.html,Pathogens promote forest diversity,Andrew M. Sugden,Forest Ecology,"J. Ecol. 103, 165 (2015)",NA
/content/347/6223/twil,/sci/347/6223/733.1.full.html,HIV antivirals from engineered soybeans,Pamela J. Hines,Plant Science,Plant Biotech. J. 10.1111/pbi.12309 (2015),10.1111/pbi.12309
/content/347/6223/twil,/sci/347/6223/733.2.full.html,Brain activity predicts later recollection,Peter Stern,Neuroscience,"J. Neurosci. 35, 1763 (2015)",NA
/content/347/6223/twil,/sci/347/6223/733.3.full.html,Plastid thieves escape starvation,Caroline Ash,Symbiosis,Proc. R. Soc. B 10.1098/rspb.2014.2519 (2015),10.1098/rspb.2014.2519
/content/347/6223/twil,/sci/347/6223/733.4.full.html,Better bone patching with hydrogel foam,Marc S. Lavine,Biomaterials,Adv. Mater. 10.1002/adma.201404787 (2015),10.1002/adma.201404787
/content/347/6223/twil,/sci/347/6223/733.5.full.html,Measuring the forces that shape tissues,Valda Vinson,Biomechanics,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1418732112 (2015),10.1073/pnas.1418732112
/content/347/6223/twil,/sci/347/6223/733.6.full.html,"Energy and wastewater treatment, too",Nicholas S. Wigginton,Environmental Science,Water Res. 10.1016/j.watres.2015.01.013 (2015),10.1016/j.watres.2015.01.013
/content/347/6223/twil,/sci/347/6223/733.7.full.html,A temperature probe for the ultracold,Ian S. Osborne,Optics,"Phys. Rev. Lett. 114, 23001 (2015)",NA
/content/347/6223/twil,/sci/347/6223/733.8.full.html,Lifetime risk of cancer goes up,Carolyn Gramling,Cancer Research,"Br. J. Cancer, 10.1038/bjc.2014.606(2014)",10.1038/bjc.2014.606(2014
/content/347/6224/twil,/sci/347/6224/837.1.full.html,Microporous mechanics,Phil Szuromi,Materials Science,J. Am. Chem. Soc. 10.1021/ja5113436 (2015),10.1021/ja5113436
/content/347/6224/twil,/sci/347/6224/837.2.full.html,Flexibility lets activated T cells thrive,Kristen L. Mueller,T Cell Metabolism,"Immunity 42, 41 (2015)",NA
/content/347/6224/twil,/sci/347/6224/837.3.full.html,What are the genomic requirements for life?,L. Bryan Ray,Genomics,Mol. Syst. Biol. 10.15252/msb.20145558 (2015),10.15252/msb.20145558
/content/347/6224/twil,/sci/347/6224/837.4.full.html,"Wisdom of the crowd, waning",Brad Wible,Crowd Science,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1408907112 (2014),10.1073/pnas.1408907112
/content/347/6224/twil,/sci/347/6224/837.5.full.html,Growth cones carve a path through tissues,Pamela J. Hines,Neurodevelopment,Development 10.1242/dev.108266 (2015),10.1242/dev.108266
/content/347/6224/twil,/sci/347/6224/837.6.full.html,Why the “Y” in the Venusian sky?,Brent Grocholski,Planetary Science,Geophys. Res. Lett. 10.1002/2014GL062280 (2014),10.1002/2014GL062280
/content/347/6224/twil,/sci/347/6224/837.7.full.html,Finch genomes and human face shapes,Sarah C.P. Williams,Evolutionary Biology,Nature 10.1038/nature14181 (2015),10.1038/nature14181
/content/347/6224/twil,/sci/347/6224/837.8.full.html,Solving the “tyranny of the short”,Guy Riddihough,Origin Of Life,Nat. Chem. 10.1038/nchem.2155 (2015),10.1038/nchem.2155
/content/347/6225/twil,/sci/347/6225/961.1.full.html,Untangling dips and pulses in starlight,Margaret M. Moerchen,Exoplanet Detection,Astrophys. J. 10.1088/0004-637X/799/2/170 (2015),10.1088/0004-637X/799/2/170
/content/347/6225/twil,/sci/347/6225/961.2.full.html,Hunting the elusive (quasi)particles,Jelena Stajic,Physics,"Phys. Rev. Lett. 114, 017001 (2015)",NA
/content/347/6225/twil,/sci/347/6225/961.3.full.html,Squid are hyper-editors when it comes to RNA,Lisa D. Chong,Rna Editing,"eLife 4, e05198 (2015)",NA
/content/347/6225/twil,/sci/347/6225/961.4.full.html,Trading growth for happiness,Gilbert Chin,Social Science,"Quart. J. Econ. 130, 10.1093/qje/qjv002 (2015)",10.1093/qje/qjv002
/content/347/6225/twil,/sci/347/6225/961.4.full.html,Trading growth for happiness,Gilbert Chin,Social Science,Behav. Brain Sci. 10.1017/S0140525X14001356 (2014),10.1017/S0140525X14001356
/content/347/6225/twil,/sci/347/6225/961.5.full.html,The secrets of blood proteins revealed,Laura M. Zahn,Proteomics,"Mol. Syst. Biol. 11, 786 (2015)",NA
/content/347/6225/twil,/sci/347/6225/961.6.full.html,Achievement viewed through a genetic lens,Melissa McCartney,Education,"Proc. Natl. Acad. Sci. U.S.A. 111, 42 (2014)",NA
/content/347/6225/twil,/sci/347/6225/961.7.full.html,Easier binding the second time around,Jake Yeston,Receptor Chemistry,"J. Am. Chem. Soc. 137, 10.1021/ja5120437 (2015)",10.1021/ja5120437
/content/347/6226/twil,/sci/347/6226/1110.1.full.html,Making biofuels greener,Nicholas S. Wigginton,Metabolic Engineering,eLife 10.7554/eLife.05896#sthash.pkIMD1GC.dpuf (2015),10.7554/eLife.05896#sthash.pkIMD1GC.dpuf
/content/347/6226/twil,/sci/347/6226/1110.2.full.html,Eye development from both sides,Beverly A. Purnell,Eye Development,"eLife 4, e05216 (2015)",NA
/content/347/6226/twil,/sci/347/6226/1110.3.full.html,Wisdom of the elders,Sacha Vignieri,Evolution,Curr. Biol. 10.1016/j.cub.2015.01.037 (2015),10.1016/j.cub.2015.01.037
/content/347/6226/twil,/sci/347/6226/1110.4.full.html,A clearer view of type 1 diabetes,Paula A. Kiberstis,Medical Imaging,"Proc. Natl. Acad. Sci. U.S.A. 112, 2139 (2015)",NA
/content/347/6226/twil,/sci/347/6226/1110.5.full.html,Starting out by making the most of lignin,Jake Yeston,Biofuels,Green Chem. 10.1039/c4gc01911c (2014),10.1039/c4gc01911c
/content/347/6226/twil,/sci/347/6226/1110.6.full.html,Enteroviruses have got to hitch a ride...,Stella M. Hurtley,Viral Spread,"Cell 160, 619 (2015)",NA
/content/347/6226/twil,/sci/347/6226/1110.7.full.html,Long-term warming and vegetation change,Andrew M. Sugden,Climate Change Ecology,Global Change Biol.10.1111/gcb.12831 (2015),10.1111/gcb.12831
/content/347/6227/twil,/sci/347/6227/1214.1.full.html,Tumors use bacteria to hide away,Kristen L. Mueller,Cancer Immunology,"Immunity 42, 344 (2015)",NA
/content/347/6227/twil,/sci/347/6227/1214.2.full.html,Disarming a cellular defense system,Valda Vinson,Structural Immunology,Nat. Struct. Mol. Biol. 10.1038/nsmb.2964 (2015),10.1038/nsmb.2964
/content/347/6227/twil,/sci/347/6227/1214.3.full.html,Patterned pockets for preparing particles,Marc S. Lavine,Materials Science,Appl. Mat Interf. 10.1021/am507964k (2015),10.1021/am507964k
/content/347/6227/twil,/sci/347/6227/1214.4.full.html,Ribosomes regulate stem cell fate,Laura M. Zahn,Stem Cells,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1418845112 (2015),10.1073/pnas.1418845112
/content/347/6227/twil,/sci/347/6227/1214.5.full.html,Piling on the magnetic field reversals,Brent Grocholski,Geophysics,Earth Planet Sci. Lett. 10.1016/j.epsl.2015.01.013 (2015),10.1016/j.epsl.2015.01.013
/content/347/6227/twil,/sci/347/6227/1214.6.full.html,How surface charge changes assembly,Phil Szuromi,Colloidal Materials,J. Am. Chem. Soc. 10.1021/ja5127903 (2015),10.1021/ja5127903
/content/347/6227/twil,/sci/347/6227/1214.7.full.html,When cognitive control shuts down,Peter Stern,Neuroscience,"Brain 138, 798 (2015)",NA
/content/347/6228/twil,/sci/347/6228/1326.1.full.html,Silver's salty twist on water splitting,Jake Yeston,Electrochemistry,J. Am. Chem. Soc. 10.1021/jacs.5b00037 (2015),10.1021/jacs.5b00037
/content/347/6228/twil,/sci/347/6228/1326.2.full.html,Plant community structure through time,Andrew M. Sugden,Paleoecology,"J. Ecol. 103, 459 (2015)",NA
/content/347/6228/twil,/sci/347/6228/1326.3.full.html,No clear bacterial culprit for NEC,Kristen L. Mueller,Nosocomial Infection,"eLife 4, e05477 (2015)",NA
/content/347/6228/twil,/sci/347/6228/1326.4.full.html,DNA mutations do not age yeast,L. Bryan Ray,Aging,Aging Cell 10.1111/acel.12290 (2015),10.1111/acel.12290
/content/347/6228/twil,/sci/347/6228/1326.5.full.html,An underground route to the atmosphere,H. Jesse Smith,Climate Change,Proc. Natl. Acad. Sci. U.S.A. 10.1073/pnas.1417392112 (2015),10.1073/pnas.1417392112
/content/347/6228/twil,/sci/347/6228/1326.6.full.html,Circular RNA transcriptional circuits,Guy Riddihough,Noncoding Rna,Nat. Struct. Mol. Biol. 10.1038/nsmb.2959 (2015),10.1038/nsmb.2959
/content/347/6228/twil,/sci/347/6228/1326.7.full.html,A virulence factor comes under scrutiny,Julia Fahrenkamp-Uppenbrink,Infectious Disease,ACS Chem. Biol. 10.1021/cb500843r (2015),10.1021/cb500843r
/content/347/6229/twil,/sci/347/6229/1433.1.full.html,Weaning means more than no more milk,Beverly A. Purnell,Cell Regeneration,"Curr. Biol. 24, 2733 (2014)",NA
/content/347/6229/twil,/sci/347/6229/1433.2.full.html,A CRISPR view of tumor metastasis,Paula A. Kiberstis,Cancer Biology,Cell 10.1016/j.cell.2015.02.038 (2015),10.1016/j.cell.2015.02.038
/content/347/6229/twil,/sci/347/6229/1433.3.full.html,Fatty acid trafficking in starvation,Monika S. Magon,Cell Biology,Dev. Cell 10.1016/j.devcel.2015.01.029 (2015),10.1016/j.devcel.2015.01.029
