article_key,title,topic,citation,doi
/articles/454670a,Ecology: Turf wars,NA,https://doi.org/10.1038/454670a,https://doi.org/10.1038/454670a
/articles/454670b,Astrophysics: First light,NA,https://doi.org/10.1038/454670b,https://doi.org/10.1038/454670b
/articles/454670c,Ecology: Fungus hunters,NA,Naturwissenschaften doi:10.1007/s00114-008-0421-9 (2008),https://doi.org/10.1007/s00114-008-0421-9
/articles/454670d,Animal behaviour: Is he into her?,NA,Curr. Biol. doi:10.1016/j.cub.2008.06.067 (2008),https://doi.org/10.1016/j.cub.2008.06.067
/articles/454670e,Palaeoclimate: Quick start to a cold spell,NA,Nature Geosci. doi:10.1038/ngeo263 (2008),https://doi.org/10.1038/ngeo263
/articles/454670f,Molecular biology: Going farther,NA,Cell doi:10.1016/j.cell.2008.06.051 (2008),https://doi.org/10.1016/j.cell.2008.06.051
/articles/454671a,Animal behaviour: Love song,NA,https://doi.org/10.1038/454671a,https://doi.org/10.1038/454671a
/articles/454671b,Cell biology: Starve and reproduce,NA,https://doi.org/10.1038/454671b,https://doi.org/10.1038/454671b
/articles/454671c,Neurobiology: Baby blues,NA,"Neuron 59, 207–213 (2008) doi:10.1016/j.neuron.2008.06.019",https://doi.org/10.1016/j.neuron.2008.06.019
/articles/454671d,Geology: The end of flat Earth,NA,"Geology 36, 635-638 (2008)",https://doi.org/10.1130/G25031A.1
/articles/454554a,Planetary physics: Storm warning,NA,Science doi:10.1126/science.1160495 (2008),https://doi.org/10.1126/science.1160495
/articles/454554b,Molecular biology: Telling time,NA,https://doi.org/10.1038/454554b,https://doi.org/10.1038/454554b
/articles/454554c,Environmental sciences: Fresh data,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.0710279105 (2008),https://doi.org/10.1073/pnas.0710279105
/articles/454554d,Physical chemistry: Over ice,NA,https://doi.org/10.1038/454554d,https://doi.org/10.1038/454554d
/articles/454554e,Nanotechnology: Weighing options,NA,Nature Nanotech. doi:10.1038/nnano.2008.200 (2008),https://doi.org/10.1038/nnano.2008.200
/articles/454554f,Quantum computing: Cloudy computing,NA,https://doi.org/10.1038/454554f,https://doi.org/10.1038/454554f
/articles/454555a,Molecular biology: Senior signals,NA,https://doi.org/10.1038/454555a,https://doi.org/10.1038/454555a
/articles/454555b,Photonics: Telescopic TV,NA,Nature Photon. doi:10.1038/nphoton.2008.133 (2008),https://doi.org/10.1038/nphoton.2008.133
/articles/454555c,Immunology: Green vaccines,NA,https://doi.org/10.1038/454555c,https://doi.org/10.1038/454555c
/articles/454555d,Zoology: Bigmouth strikes again,NA,https://doi.org/10.1038/454555d,https://doi.org/10.1038/454555d
/articles/454370a,Zoology: Bird's-nose view,NA,Proc. R. Soc. B doi:10.1098/rspb.2008.0607 (2008),https://doi.org/10.1098/rspb.2008.0607
/articles/454370b,Physics: Parting a cloud,NA,"Appl. Phys. Lett. 92, 254102 (2008)",https://doi.org/10.1063/1.2945893
/articles/454370c,Acoustics: Chuckle vision,NA,"J. Acoust. Soc. Am. 124, 472–483 (2008)",https://doi.org/10.1121/1.2932088
/articles/454370d,Plant sciences: Poisonous grains,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.0802361105 (2008),https://doi.org/10.1073/pnas.0802361105
/articles/454370e,Physics: Gravity up close,NA,"Phys. Rev. D 78, 022002 (2008)",https://doi.org/10.1103/PhysRevD.78.022002
/articles/454371a,"Neuroscience: Location, location, location",NA,"Neuron 59, 125–137 (2008)",https://doi.org/10.1016/j.neuron.2008.05.011
/articles/454371b,Astronomy: Bright origins,NA,"Astrophys. J. 681, 1035–1045 (2008)",https://doi.org/10.1086/588212
/articles/454371c,Infectious disease: DARC matters,NA,"Cell Host Microbe 4, 52–62 (2008)",https://doi.org/10.1016/j.chom.2008.06.002
/articles/454371d,Chemistry: Easy bonding,NA,Angew. Chem. Int. Edn doi:10.1002/anie.200802164 (2008),https://doi.org/10.1002/anie.200802164
/articles/454371e,Molecular biology: WHAMM!,NA,"Cell 134, 148–161 (2008)",https://doi.org/10.1016/j.cell.2008.05.032
/articles/454371f,Genetics: DNA potholes,NA,"Proc. Natl Acad. Sci. USA 105, 9936–9941 (2008)",https://doi.org/10.1073/pnas.0804510105
/articles/454256a,Planetary science: Martian devilry,NA,J. Geophys. Res. doi:10.1029/2007JE002966 (2008),https://doi.org/10.1029/2007JE002966
/articles/454256b,Materials science: All white,NA,"J. Am. Chem. Soc. 130, 8114–8115 (2008)",https://doi.org/10.1021/ja801601y
/articles/454256c,Zoology: Quick-change artists,NA,Proc. R. Soc. B doi:10.1098/rspb.2008.0675 (2008),https://doi.org/10.1098/rspb.2008.0675
/articles/454256d,Genetics: Autistic details,NA,"Science 321, 218–223 (2008)",https://doi.org/10.1126/science.1157657
/articles/454256e,Virology: Collective calm,NA,Biophys. J. doi:10.1529/biophysj.108.133694 (2008),https://doi.org/10.1529/biophysj.108.133694
/articles/454256f,Geoscience: Carbon sinks,NA,Geophys. Res. Lett. doi:10.1029/2008GL034271 (2008),https://doi.org/10.1029/2008GL034271
/articles/454257a,Biochemistry: Cook the catalyst,NA,J. Am. Chem. Soc. doi:10.1021/ja802404g (2008),https://doi.org/10.1021/ja802404g
/articles/454257b,Molecular imaging: A gentler touch,NA,"Phys. Rev. Lett. 101, 013001 (2008)",https://doi.org/10.1103/PhysRevLett.101.013001
/articles/454257c,Tissue engineering: To rig with oil,NA,"Proc. Natl Acad. Sci. USA 150, 9522–9527 (2008)",https://doi.org/10.1073/pnas.0801866105
/articles/454257d,Evolution: Sea skeletons,NA,Nature Geosci. doi:10.1038/ngeo251 (2008),https://doi.org/10.1038/ngeo251
/articles/454140a,Climate science: A watery carbon bank,NA,https://doi.org/10.1038/454140a,https://doi.org/10.1038/454140a
/articles/454140b,Neuroscience: Rewiring the brain,NA,https://doi.org/10.1038/454140b,https://doi.org/10.1038/454140b
/articles/454140c,Materials: Colourful clay,NA,Adv. Mater. doi:10.1002/adma.200702544 (2008),https://doi.org/10.1002/adma.200702544
/articles/454140d,Remote sensing: Rainforest shrinkage,NA,https://doi.org/10.1038/454140d,https://doi.org/10.1038/454140d
/articles/454140e,Plant biology: An egg-spedient defence,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.0707809105 (2008),https://doi.org/10.1073/pnas.0707809105
/articles/454140f,Atmospheric chemistry: Forgotten gas,NA,"Geophys. Res. Lett. 35, L12810 doi:10.1029/2008GL034542 (2008)",https://doi.org/10.1029/2008GL034542
/articles/454141a,Ecology: Competing keeps bees busy,NA,J. Ecol. doi:10.1111/j.1365-2745.2008.01405.x (2008),https://doi.org/10.1111/j.1365-2745.2008.01405.x
/articles/454141b,Geology: Glacial speeds,NA,https://doi.org/10.1038/454141b,https://doi.org/10.1038/454141b
/articles/454141c,Evolution: Photosynthetic ancestors,NA,Curr. Biol. doi:10.1016/j.cub.2008.05.042 (2008),https://doi.org/10.1016/j.cub.2008.05.042
/articles/454141d,Molecular neuroscience: Pores for thought,NA,Nature Neurosci. doi:10.1038/nn.2151 (2008),https://doi.org/10.1038/nn.2151
/articles/454004a,"Natural history: Nasty, brutish and short",NA,"Proc. Natl Acad. Sci. USA 105, 8980–8984 (2008) Doi:10.1073/pnas.0802468105",https://doi.org/10.1073/pnas.0802468105
/articles/454004b,Neuroscience: Predicting psychosis,NA,"J. Neurosci. 28, 6295–6303 (2008) doi:10.1523/JNEUROSCI.0910-08.2008",https://doi.org/10.1523/JNEUROSCI.0910-08.2008
/articles/454004c,Genetics: The genetics of anarchy,NA,Genetics doi: 10.1534/genetics.108.087270 (2008),https://doi.org/10.1534/genetics.108.087270
/articles/454004d,Chemistry: Flipping brilliant,NA,Organic Lett. doi: 10.1021/ol801135g (2008,https://doi.org/10.1021/ol801135g
/articles/454004e,Chemical biology: Anti-Alzheimer's agent,NA,Nature Chem. Biol. doi:10.1038/nchembio.96 (2008),https://doi.org/10.1038/nchembio.96
/articles/454004f,Materials science: The heart of glass,NA,"Nature Mater. 7, 556–561 (2008) doi:10.1038/nmat2219",https://doi.org/10.1038/nmat2219
/articles/454005a,Genetics: Sex and the cortex,NA,"PLoS Genet. 4, e1000100 (2008) doi:10.1371/journal.pgen.1000100",https://doi.org/10.1371/journal.pgen.1000100
/articles/454005b,Ecology: Drought and the lion,NA,https://doi.org/10.1038/454005b,https://doi.org/10.1038/454005b
/articles/454005c,Acoustics: Fiddling the numbers,NA,https://doi.org/10.1038/454005c,https://doi.org/10.1038/454005c
/articles/454005d,Nanotechnology: Electron windmills,NA,"Phys. Rev. Lett. 100, 256802 (2008) doi:10.1103/PhysRevLett.100.256802",https://doi.org/10.1103/PhysRevLett.100.256802
/articles/4531146a,Zoology: Spotted!,NA,Behav. Ecol. Sociobiol. doi:10.1007/s00265-008-0607-3 (2008),https://doi.org/10.1007/s00265-008-0607-3
/articles/4531146b,Statistics: Who's the driver?,NA,https://doi.org/10.1038/4531146b,https://doi.org/10.1038/4531146b
/articles/4531146c,Evolution: Model lives,NA,https://doi.org/10.1038/4531146c,https://doi.org/10.1038/4531146c
/articles/4531146d,Materials science: Diatomic power,NA,Adv. Mater. doi:10.1002/adma.200800292 (2008),https://doi.org/10.1002/adma.200800292
/articles/4531146e,Microbiology: Infection injection,NA,https://doi.org/10.1038/4531146e,https://doi.org/10.1038/4531146e
/articles/4531146f,Geoscience: The geyser forecast,NA,https://doi.org/10.1038/4531146f,https://doi.org/10.1038/4531146f
/articles/4531147a,Genetics: The Mod Squad,NA,Nature Genet. doi:10.1038/ng.154 (2008),https://doi.org/10.1038/ng.154
/articles/4531147b,Physiology: Environmental awareness,NA,"J. Gen. Physiol. 131, 605–616 (2008)",https://doi.org/10.1085/jgp.200709910
/articles/4531147c,Cell biology: Motor control,NA,"Science 320, 1636–1638 (2008)",https://doi.org/10.1126/science.1157877
/articles/4531147d,Microfluidics: Groove train,NA,Nature Mater. doi:10.1038/nmat2208 (2008),https://doi.org/10.1038/nmat2208
/articles/453960a,Optics: Fuzzy figures,NA,"Phys. Rev. Lett. 100, 223601 (2008)",https://doi.org/10.1103/PhysRevLett.100.223601
/articles/453960b,Chemical nanotechnology: Close the gate,NA,J. Am. Chem. Soc. doi:10.1021/ja800266p (2008),https://doi.org/10.1021/ja800266p
/articles/453960c,Molecular biology: Sod it,NA,"Genes Dev. 22, 1451–1464 (2008)",https://doi.org/10.1101/gad.1640108
/articles/453960d,Animal behaviour: Token symbolism,NA,"PLoS ONE 3, e2414 (2008) doi:10.1371/journal.pone.0002414",https://doi.org/10.1371/journal.pone.0002414
/articles/453960e,Astrophysics: Cosmic tiara,NA,"Astrophys. J. 680, 295–311 (2008)",https://doi.org/10.1086/588032
/articles/453960f,Ecology: Dotty diets,NA,Nature Nanotech. doi:10.1038/nnano.2008.110 (2008),https://doi.org/10.1038/nnano.2008.110
/articles/453961a,Neuroscience: Wide awake,NA,Nature Neurosci. doi:10.1038/nn.2140 (2008),https://doi.org/10.1038/nn.2140
/articles/453961b,Molecular biology: Shaping up,NA,"Science 320, 1471–1475 (2008)",https://doi.org/10.1126/science.1157092
/articles/453961c,Environmental monitoring: Arsenic detectives,NA,Proc. Natl Acad. Sci. USA doi: 10.1073/pnas.0710477105 (2008),https://doi.org/10.1073/pnas.0710477105
/articles/453961d,Molecular biology: Cancer's instigators,NA,"Cell 133, 994–1005 (2008)",https://doi.org/10.1016/j.cell.2008.04.045
/articles/453826a,Palaeobiology: Remember this,NA,J. Exp. Biol. doi:10.1242/jeb.018531 (2008),https://doi.org/10.1242/jeb.018531
/articles/453826b,Neuroscience: Shiver stoppers,NA,https://doi.org/10.1038/453826b,https://doi.org/10.1038/453826b
/articles/453826c,Zoology: The skin off my back,NA,Biol. Lett. doi: 10.1098/rsbl.2008.0217 (2008),https://doi.org/10.1098/rsbl.2008.0217
/articles/453826d,Microscopy: Laser focus,NA,https://doi.org/10.1038/453826d,https://doi.org/10.1038/453826d
/articles/453826e,Molecular biology: Lost in transcription,NA,Nature Methods doi:10.1038/nmeth.1226; (2008),https://doi.org/10.1038/nmeth.1226
/articles/453826f,Animal behaviour: Best and brightest,NA,"J. Avian Biol. 39, 277–282 (2008)",https://doi.org/10.1111/j.0908-8857.2008.04273.x
/articles/453827a,Nanotechnology: Golden advance,NA,Adv. Mater. doi:10.1002/adma.200703026 (2008),https://doi.org/10.1002/adma.200703026
/articles/453827b,Photonics: Cancer zapper,NA,Nature Photon. doi:10.1038/nphoton.2008.100 (2008),https://doi.org/10.1038/nphoton.2008.100
/articles/453827c,Geophysics: Mysterious mountains,NA,https://doi.org/10.1038/453827c,https://doi.org/10.1038/453827c
/articles/453827d,Psychology: Not fair!,NA,Science doi:10.1126/science.1155577 (2008),https://doi.org/10.1126/science.1155577
/articles/453700a,Atmospheric science: Blow by blow,NA,Nature Geosci. doi:10.1038/ngeo208 (2008),https://doi.org/10.1038/ngeo208
/articles/453700b,Biotechnology: Genetic dexterity,NA,https://doi.org/10.1038/453700b,https://doi.org/10.1038/453700b
/articles/453700c,Plant science: Mossy management,NA,https://doi.org/10.1038/453700c,https://doi.org/10.1038/453700c
/articles/453700d,Evolution: Genetic bric-a-brac,NA,https://doi.org/10.1038/453700d,https://doi.org/10.1038/453700d
/articles/453700e,Astronomy: Meal deal,NA,https://doi.org/10.1038/453700e,https://doi.org/10.1038/453700e
/articles/453700f,Chemical biology: Reducing power,NA,Nature Chem. Biol. doi: 10.1038/nchembio.92 (2008),https://doi.org/10.1038/nchembio.92
/articles/453701a,Nanotechnology: Sheet change,NA,Nanoletters doi:10.1021/nl0808132 (2008),https://doi.org/10.1021/nl0808132
/articles/453701b,Chemical sensing: Molecular mapping,NA,Angew. Chem. Int. Edn doi:10.1002/anie.200801516 (2008),https://doi.org/10.1002/anie.200801516
/articles/453701c,Zoology: Mid-ocean wanderer,NA,Biol. Lett. doi:10.1098/rsbl.2008.0147 (2008),https://doi.org/10.1098/rsbl.2008.0147
/articles/453566a,Zoology: Pretty good,NA,"Ecology 89, 1201–1207 (2008)",https://doi.org/10.1890/07-1670.1
/articles/453566b,Cell biology: Bean counting,NA,"Cell 133, 627–639 (2008) 10.1016/j.cell.2008.03.030",https://doi.org/10.1016/j.cell.2008.03.030
/articles/453566c,Theoretical physics: Better out than in,NA,"Phys. Rev. Lett. 100, 211302 (2008)",https://doi.org/10.1103/PhysRevLett.100.211302
/articles/453566d,Genetics: Tiger-mice,NA,"PLoS One 3, e2240 (2008)",https://doi.org/10.1371/journal.pone.0002240
/articles/453566e,Nanotechnology: Nanozapped,NA,Nano Lett. doi:10.1021/nl080661a (2008),https://doi.org/10.1021/nl080661a
/articles/453567a,Physical chemistry: Growing up bigger,NA,"Angew. Chem. Int. Ed. 47, 4208–4210 (2008)",https://doi.org/10.1002/anie.200800063
/articles/453567b,Genetics: Genes with bottle,NA,Nature Genet. doi:10.1038/ng.151 (2008),https://doi.org/10.1038/ng.151
/articles/453567c,Geophysics: The heat is on,NA,Earth Planet. Sci. Lett. doi:10.1016/j.epsl.2008.03.031 (2008),https://doi.org/10.1016/j.epsl.2008.03.031
/articles/453567d,Genetics: The sweet life,NA,Hum. Mol. Genet. doi:10.1093/hmg/ddn137 (2008).,https://doi.org/10.1093/hmg/ddn137
/articles/453567e,Microbiology: Inner lives,NA,Science doi:10.1126/science.1155725 (2008),https://doi.org/10.1126/science.1155725
/articles/453430a,Geology: Fjord focus,NA,Nature Geosci. doi 10.1038/ngeo201 (2008),https://doi.org/10.1038/ngeo201
/articles/453430b,"Microscopy: Enter, the nanoscope",NA,Nature Methods doi:10.1038/nmeth.1214 (2008),https://doi.org/10.1038/nmeth.1214
/articles/453430c,Zoology: Less than slothful,NA,Biol. Lett. doi:10.1098/rsbl.2008.0203 (2008),https://doi.org/10.1098/rsbl.2008.0203
/articles/453430d,Chemistry: Up close and structural,NA,"Science 320, 924–928 (2008) doi: 10.1126/science.1155736",https://doi.org/10.1126/science.1155736
/articles/453430e,Molecular biology: AAAAnswers,NA,"Genes Dev. 22, 1141–1146 (2008) 10.1101/gad.473408",https://doi.org/10.1101/gad.473408
/articles/453430f,Population biology: Keep off the grass,NA,Biol. Lett. doi: 10.1098/rsbl.2008.0106 (2008),https://doi.org/10.1098/rsbl.2008.0106
/articles/453431a,Genetics: Self defence,NA,"Science 320, 935–938 (2008) doi: 10.1126/science.1152763",https://doi.org/10.1126/science.1152763
/articles/453431b,Inorganic chemistry: Towards a noble line,NA,"J. Am. Chem. Soc. 130, 6114–6118 (2008) doi:10.1021/ja077835v",https://doi.org/10.1021/ja077835v
/articles/453431c,Plant science: Monster fruit,NA,Nature Genet. doi:10.1038/ng.144 (2008),https://doi.org/10.1038/ng.144
/articles/453431d,Human reproduction: Fertile tones,NA,Evol. Hum. Behav. doi:10.1016/j.evolhumbehav.2008.02.001 (2008),https://doi.org/10.1016/j.evolhumbehav.2008.02.001
/articles/453260a,Marine ecology: Deep-sea cheetahs,NA,J. Anim. Ecol. doi:10.1111/j.1365-2656.2008.01393.x (2008),https://doi.org/10.1111/j.1365-2656.2008.01393.x
/articles/453260b,Neuroscience: Hearing what and where,NA,"Nature Neurosci. 11, 609–616 (2008) doi:10.1038/nn.2108",https://doi.org/10.1038/nn.2108
/articles/453260c,Palaeoclimate: Methane didn't act alone,NA,"Geology 36, 315–318 (2008) doi:10.1130/G24474A.1",https://doi.org/10.1130/G24474A.1
/articles/453260d,Geoscience: The dust settles,NA,"Global Biogeochem. Cycles 22, GB2006 (2008) doi:10.1029/2007GB002984",https://doi.org/10.1029/2007GB002984
/articles/453260e,Quantum optics: Open the box,NA,"Europhys. Lett. 82, 30002 (2008) doi:10.1209/0295-5075/82/30002",https://doi.org/10.1209/0295-5075/82/30002
/articles/453260f,Neurobiology: The heart in the head,NA,Science doi:10.1126/science.1153651 (2008),https://doi.org/10.1126/science.1153651
/articles/453261a,"Astronomy: A galaxy far, far away",NA,"Asrophys. J. 678, 647–654 (2008) doi:10.1086/533519",https://doi.org/10.1086/533519
/articles/453261b,Ecology: Hand-me-down bacteria,NA,"Int. Soc. Microbial Ecol. 2, 510–518 (2008) doi:10.1038/ismej.2008.16",https://doi.org/10.1038/ismej.2008.16
/articles/453261c,Ecology: Hot chicks,NA,"Science 320, 800–803 (2008) doi:10.1126/science.1157174",https://doi.org/10.1126/science.1157174
/articles/453261d,Chemistry: Disulphide dichotomies,NA,J. Am. Chem. Soc. doi: 10.1021/ja800180u (2008),https://doi.org/10.1021/ja800180u
/articles/453136a,Geoscience: Climatic volcanoes,NA,Geophys. Res. Lett. doi:10.1029/2008GL033510 (2008),https://doi.org/10.1029/2008GL033510
/articles/453136b,Materials science: Carbon on display,NA,Nano Lett. doi:10.1021/nl080649i (2008),https://doi.org/10.1021/nl080649i
/articles/453136c,Organic chemistry: Flushing out HIV,NA,"Science 320, 649–652 (2008)",https://doi.org/10.1126/science.1154690
/articles/453136d,Developmental biology: Antler insight,NA,"PLoS One 3, e2064 (2008)",https://doi.org/10.1371/journal.pone.0002064
/articles/453136e,Neuroscience: Bird brains,NA,"Science 320, 630–634 (2008)",https://doi.org/10.1126/science.1155140
/articles/453136f,Microbiology: A genetic monster,NA,"Proc. Natl Acad. Sci. USA 105, 6730–6734 (2008)",https://doi.org/10.1073/pnas.0707522105
/articles/453137a,Nanotechnology: Tiny carbon workers,NA,Nature Nanotech. doi:10.1038/nnano.2008.98 (2008),https://doi.org/10.1038/nnano.2008.98
/articles/453137b,Chemical biology: Maths and malaria,NA,Nature Chem. Biol. doi:10.1038/nchembio.87 (2008),https://doi.org/10.1038/nchembio.87
/articles/453137c,Astronomy: Galactic mapping,NA,"Astrophys. J. 678, 144–153 (2008)",https://doi.org/10.1086/529127
/articles/453137d,Microbiology: Fuel cell,NA,Environ. Sci. Technol. doi:10.1021/es800312v (2008),https://doi.org/10.1021/es800312v
/articles/453004a,Cell biology: Casting anchor,NA,"Science 320, 520–523 doi:10.1126/science.1156609 (2008)",https://doi.org/10.1126/science.1156609
/articles/453004b,Neurobiology: Pecking order,NA,"Neuron 58, 273–283 doi:10.1016/j.neuron.2008.01.025 (2008)",https://doi.org/10.1016/j.neuron.2008.01.025
/articles/453004c,Human biology: Boy appétit,NA,Proc. R. Soc. B. doi:10.1098/rspb.2008.0105 (2008),https://doi.org/10.1098/rspb.2008.0105
/articles/453004d,Chemical biology: Dope hope,NA,Nature Chem. Biol. doi:10.1038/nchembio.86 (2008),https://doi.org/10.1038/nchembio.86
/articles/453004e,Astronomy: Galactic beginnings,NA,"Astronom. J. 135, 1968–1981 doi:10.1088/0004-6256/135/5/1968 (2008)",https://doi.org/10.1088/0004-6256/135/5/1968
/articles/453004f,Animal behaviour: A reassuring tune,NA,"Curr. Biol. 18, 576–579 doi:10.1016/j.cub.2008.02.078 (2008)",https://doi.org/10.1016/j.cub.2008.02.078
/articles/453005a,Molecular physics: Slicing the ice,NA,J. Phys. Chem. B doi:10.1021/jp073870c (2008),https://doi.org/10.1021/jp073870c
/articles/453005b,Virology: Rubbish imitation,NA,"Science 320, 531–535 doi:10.1126/science.1155164 (2008)",https://doi.org/10.1126/science.1155164
/articles/453005c,Atmospheric science: Jetting away,NA,"Geophys. Res. Lett. 35, L08803 doi:10.1029/2008GL033614 (2008)",https://doi.org/10.1029/2008GL033614
/articles/453005d,Neuroscience: Algal vision,NA,Nature Neurosci. doi: 10.1038/nn.2117 (2008),https://doi.org/10.1038/nn.2117
/articles/452916a,Mercuric swallows,NA,"Science 320, 382–385 doi:10.1126/science.1154082 (2008)",https://doi.org/10.1126/science.1154082
/articles/452916a,Condensed-matter physics: Unblinking dots,NA,"J. Am. Chem. Soc. 130, 5026–5027 doi:10.1021/ja711379k (2008)",https://doi.org/10.1021/ja711379k
/articles/452916a,Physiology: Feeling the air,NA,"Cell 133, 223–234 doi:10.1016/j.cell.2008.02.038 (2008)",https://doi.org/10.1016/j.cell.2008.02.038
/articles/452916a,Nanotechnology: Stencilissimo,NA,Nano Lett. doi:10.1021/nl080033t (2008),https://doi.org/10.1021/nl080033t
/articles/452916a,Evolution: Darwinian chips,NA,"PLoS Biol. 6, e85 doi:10.1371/journal.pbio.0060085 (2008)",https://doi.org/10.1371/journal.pbio.0060085
/articles/452916a,Microbiology: A misunderstood microbe,NA,"Science 320, 335 doi:10.1126/science.1155307 (2008)",https://doi.org/10.1126/science.1155307
/articles/452916a,Molecular biology: Arsenic's action,NA,Nature Cell Biol. doi:10.1038/ncb1717 (2008),https://doi.org/10.1038/ncb1717
/articles/452916a,Molecular biology: Arsenic's action,NA,Nature Cell Biol. doi:10.1038/ncb1717 (2008),https://doi.org/10.1038/ncb1716
/articles/452916a,Palaeontology: Amphibious origins,NA,"Proc. Natl Acad. Sci. USA 105, 5786–5791 doi:10.1073/pnas.0800884105 (2008)",https://doi.org/10.1073/pnas.0800884105
/articles/452916a,Crystallography: Probing a crystal,NA,"Phys. Rev. Lett. 100, 145502 doi:10.1103/PhysRevLett.100.145502 (2008).",https://doi.org/10.1103/PhysRevLett.100.145502
/articles/452916a,Astronomy: Galactic adolescence,NA,"Astrophys. J. 677, 943–956 doi:10.1086/529516 (2008)",https://doi.org/10.1086/529516
/articles/452784a,Evolution: Vestigial finery,NA,"Anim. Behav. 75, 1209–1219 (2008)",http://www.science-direct.com/science?_ob=ArticleURL&_udi=B6W9W-4RWC89K-3&_user=906544&_coverDate=04%2F30%2F2008&_rdoc=4&_fmt=high&_orig=browse&_srch=doc-info(%23toc%236693%232008%23999249995%23683549%23FLA%23display%23Volume)&_cdi=6693&_sort=d&_docanchor=&_ct=46&_acct=C000047747&_version=1&_urlVersion=0&_userid=906544&md5=3104d34404f4e2bb26a113e7a13821c4
/articles/452784a,Evolution: The meek shall ...,NA,Proc. Natl Acad. Sci. USA doi: 10.1073/pnas.0709763105 (2008),https://doi.org/10.1073/pnas.0709763105
/articles/452784a,Immunology: Phantom germs,NA,"Proc. Natl Acad. Sci. USA 105, 5549–5554 (2008)",http://www.pnas.org/cgi/content/abstract/105/14/5549
/articles/452784a,Physics: Tiny twisters,NA,"Phys. Rev. Lett. 100, 144501 (2008)",NA
/articles/452784a,Acoustics: Undersea rain sounds,NA,"J. Acoust. Soc. Am. 123, 1952–1962 (2008)",http://scitation.aip.org/getabs/servlet/GetabsServlet?prog=normal&id=JASMAN000123000004001952000001&idtype=cvips&gifs=Yes
/articles/452784a,Evolution: Lungless life,NA,Curr. Biol. doi: 10.1016/j.cub.2008.03.010 (2008),https://doi.org/10.1016/j.cub.2008.03.010
/articles/452784a,Climatology: Low cloud cover,NA,"Science 320, 195 (2008)",http://www.sciencemag.org/cgi/content/abstract/320/5873/195
/articles/452784a,Palaeontology: Unpunctuated,NA,"Evolution 62–63, 511–520 (2008)",https://doi.org/10.1111/j.1558-5646.2007.00296.x
/articles/452784a,Quantum physics: Missing holes add up,NA,"Phys. Rev. Lett. 100, 136804 (2008)",http://scitation.aip.org/getabs/servlet/GetabsServlet?prog=normal&id=PRLTAO000100000013136804000001&idtype=cvips&gifs=yes
/articles/452784a,Biomedicine: Resisting radiation,NA,"Science 320, 226–230 (2008)",http://www.sciencemag.org/cgi/content/abstract/320/5873/226
/articles/452506a,Plant sciences: Surface surprise,NA,"Geophys. Res. Lett. 35, L04605 (2008)",http://www.agu.org/pubs/crossref/2008/2007GL032583.shtml
/articles/452506a,Molecular biology: Hepatic hope,NA,Nature Biotechnol. doi: 10.1038/nbt1396 (2008),https://doi.org/10.1038/nbt1396
/articles/452506a,Neurobiology: Aftershock,NA,"Science 319, 1842–1845 (2008)",NA
/articles/452506a,Immunology: Antibiotic antibodies,NA,J. Clin. Invest. doi:10.1172/JCI33998 (2008),https://doi.org/10.1172/JCI33998
/articles/452506a,Nanomechanics: Pulling teeth,NA,"Appl. Phys. Lett. 92, 113103 (2008)",NA
/articles/452506a,Information systems: Web spread,NA,"Proc. Natl Acad. Sci. USA 105, 4633–4638 (2008)",http://www.pnas.org/cgi/content/abstract/105/12/4633
/articles/452506a,Conservation biology: Embattled bats,NA,"J. Mammal. 89, 18–24 (2008)",NA
/articles/452506a,Physics: Record breaker,NA,Nature Phys. doi:10.1038/nphys919 (2008),https://doi.org/10.1038/nphys919
/articles/452506a,Ecology: Carbon conundrum,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.0800568105 (2008),https://doi.org/10.1073/pnas.0800568105
/articles/452506a,Materials science: Bendy electronics,NA,Science doi:10.1126/science.1154367 (2008),https://doi.org/10.1126/science.1154367
/articles/452390a,Particle physics: Nearly caught in a trap,NA,"Phys. Rev. Lett. 100, 113001 (2008)",http://scitation.aip.org/getabs/servlet/GetabsServlet?prog=normal&id=PRLTAO000100000011113001000001&idtype=cvips&gifs=yes
/articles/452390a,Sedimentology: Natural beauty,NA,Nature Phys. doi:10.1038/nphys911 (2008),https://doi.org/10.1038/nphys911
/articles/452390a,Genetics: Self-sterile squirts,NA,Science doi:10.1126/science.1152488 (2008),https://doi.org/10.1126/science.1152488
/articles/452390a,Cell imaging: Sweet glow of success,NA,"Angew. Chem. Int. Edn 46, 2394–2397 (2008)",NA
/articles/452390a,Physics: Universal freeze,NA,"Phys. Rev. Lett. 100, 093003 (2008)",http://scitation.aip.org/getabs/servlet/GetabsServlet?prog=normal&id=PRLTAO000100000009093003000001&idtype=cvips&gifs=yes
/articles/452390a,Cosmology: Separated by birth,NA,"Astron. J. 135, 1106–1116 (2008)",http://www.iop.org/EJ/abstract/1538-3881/135/4/1106/
/articles/452390a,Zoology: Croc ’n’ roll,NA,J. Exp. Biol. doi:10.1242/jeb.015339 (2008),https://doi.org/10.1242/jeb.015339
/articles/452390a,Palaeochronology: Righting the rings,NA,Nature Geosci. doi:10.1038/ngeo128 (2008),https://doi.org/10.1038/ngeo128
